maTTHC;tenTTHC;DoiTuong;LinhVuc;;;;;;
2.000370.H17;Cấp Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài để thực hiện quyền nhập khẩu, quyền phân phối bán buôn các hàng hóa là dầu, mỡ bôi trơn;Tổ chức nước ngoài;Thương mại quốc tế (Bộ Công Thương);;;;;;
2.000362.H17;"Cấp Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài để thực hiện quyền phân phối bán lẻ các hàng hóa là gạo; đường; vật phẩm ghi hình; sách, báo và tạp chí";Tổ chức nước ngoài;Thương mại quốc tế (Bộ Công Thương);;;;;;
2.000351.H17;Cấp Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài để thực hiện các dịch vụ khác quy định tại khoản d, đ, e, g, h, i Điều 5 Nghị định 09/2018/NĐ-CP;Tổ chức nước ngoài;Thương mại quốc tế (Bộ Công Thương);;;;;;
2.000330.H17;Điều chỉnh Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài;Tổ chức nước ngoài;Thương mại quốc tế (Bộ Công Thương);;;;;;
2.000340.H17;Cấp lại Giấy phép kinh doanh cho tổ chức kinh tế có vốn đầu tư nước ngoài;Tổ chức nước ngoài;Thương mại quốc tế (Bộ Công Thương);;;;;;
2.000210.H17;Cấp lại Giấy chứng nhận huấn luyện kỹ thuật an toàn vật liệu nổ công nghiệp thuộc thẩm quyền giải quyết của Sở Công Thương;"Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX)";Vật liệu nổ công nghiệp, tiền chất thuốc nổ (Bộ Công Thương);;;;;;
1.005190.H17;Đăng ký dấu nghiệp vụ giám định thương mại;"Công dân Việt Nam; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX)";Giám định thương mại (Bộ Công Thương);;;;;;
2.000110.H17;Đăng ký thay đổi dấu nghiệp vụ giám định thương mại;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";Giám định thương mại (Bộ Công Thương);;;;;;
2.000063.H17;Cấp Giấy phép thành lập Văn phòng đại diện của thương nhân nước ngoài tại Việt Nam;Người nước ngoài;Thương mại quốc tế (Bộ Công Thương);;;;;;
2.000450.H17;Cấp lại Giấy phép thành lập Văn phòng đại diện của thương nhân nước ngoài tại Việt Nam;"Người Việt Nam định cư ở nước ngoài; Người nước ngoài";Thương mại quốc tế (Bộ Công Thương);;;;;;
2.000347.H17;Điều chỉnh Giấy phép thành lập Văn phòng đại diện của thương nhân nước ngoài tại Việt Nam;Tổ chức nước ngoài;Thương mại quốc tế (Bộ Công Thương);;;;;;
2.000626.H17;Cấp Giấy phép mua bán nguyên liệu thuốc lá;Doanh nghiệp;Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000190.H17;Cấp Giấy phép bán buôn sản phẩm thuốc lá;Doanh nghiệp;Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.001646.H17;Cấp Giấy phép sản xuất rượu công nghiệp (quy mô dưới 3 triệu lít/năm);Doanh nghiệp;Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.001636.H17;Cấp sửa đổi, bổ sung Giấy phép sản xuất rượu công nghiệp (quy mô dưới 3 triệu lít/năm);Doanh nghiệp;Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.001630.H17;Cấp lại Giấy phép sản xuất rượu công nghiệp (quy mô dưới 3 triệu lít/năm);Doanh nghiệp;Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000314.H17;Chấm dứt hoạt động của Văn phòng đại diện của thương nhân nước ngoài tại Việt Nam thuộc thẩm quyền cấp của Cơ quan cấp Giấy phép;Tổ chức nước ngoài;Thương mại quốc tế (Bộ Công Thương);;;;;;
2.000664.H17;Cấp lại Giấy xác nhận đủ điều kiện làm tổng đại lý kinh doanh xăng dầu thuộc thẩm quyền cấp của Sở Công Thương;Tổ chức (không bao gồm doanh nghiệp, HTX);Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000673.H17;Cấp Giấy xác nhận đủ điều kiện làm đại lý bán lẻ xăng dầu;Tổ chức (không bao gồm doanh nghiệp, HTX);Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000204.H17;Cấp sửa đổi, bổ sung Giấy phép mua bán nguyên liệu thuốc lá;Doanh nghiệp;Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000622.H17;Cấp lại Giấy phép mua bán nguyên liệu thuốc lá;Doanh nghiệp;Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000666.H17;Cấp sửa đổi, bổ sung Giấy xác nhận đủ điều kiện làm tổng đại lý kinh doanh xăng dầu thuộc thẩm quyền cấp của Sở Công Thương;"Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX)";Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000176.H17;Cấp sửa đổi, bổ sung Giấy phép bán buôn sản phẩm thuốc lá;Doanh nghiệp;Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000191.H17;Đăng ký hợp đồng theo mẫu, điều kiện giao dịch chung thuộc thẩm quyền của Sở Công Thương;"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)";bảo vệ quyền lợi người tiêu dùng (Bộ Công Thương);;;;;;
2.000046.H17;Thông báo tiếp nhận hồ sơ công bố hợp quy các sản phẩm, hàng hóa phù hợp quy chuẩn kỹ thuật quốc gia;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";chất lượng sản phẩm hàng hóa (Bộ Công Thương);;;;;;
2.001619.H17;Cấp sửa đổi, bổ sung Giấy phép bán buôn rượu trên địa bàn tỉnh, thành phố trực thuộc trung ương;Doanh nghiệp;Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000636.H17;Cấp lại Giấy phép bán buôn rượu trên địa bàn tỉnh, thành phố trực thuộc trung ương;Doanh nghiệp;Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.001624.H17;Cấp Giấy phép bán buôn rượu trên địa bàn tỉnh, thành phố trực thuộc trung ương;Doanh nghiệp;Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000672.H17;Cấp lại Giấy xác nhận đủ điều kiện làm đại lý bán lẻ xăng dầu;Tổ chức (không bao gồm doanh nghiệp, HTX);Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000648.H17;Cấp Giấy chứng nhận cửa hàng đủ điều kiện bán lẻ xăng dầu;Tổ chức (không bao gồm doanh nghiệp, HTX);Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000647.H17;Cấp lại Giấy chứng nhận cửa hàng đủ điều kiện bán lẻ xăng dầu;Tổ chức (không bao gồm doanh nghiệp, HTX);Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000645.H17;Cấp sửa đổi, bổ sung Giấy chứng nhận cửa hàng đủ điều kiện bán lẻ xăng dầu;Tổ chức (không bao gồm doanh nghiệp, HTX);Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
1.001158.H17;Cấp Giấy xác nhận ưu đãi dự án sản xuất sản phẩm công nghiệp hỗ trợ thuộc Danh mục sản phẩm công nghiệp hỗ trợ ưu tiên phát triển đối với các doanh nghiệp nhỏ và vừa;"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài";Công nghiệp nặng (Bộ Công Thương);;;;;;
2.000669.H17;Cấp sửa đổi, bổ sung Giấy xác nhận đủ điều kiện làm đại lý bán lẻ xăng dầu;Tổ chức (không bao gồm doanh nghiệp, HTX);Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
2.000167.H17;Cấp lại Giấy phép bán buôn sản phẩm thuốc lá;Doanh nghiệp;Lưu thông hàng hóa trong nước (Bộ Công Thương);;;;;;
1.004344.H17;Cấp văn bản chấp thuận đóng mới, cải hoán, thuê, mua tàu cá trên biển;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Thủy sản (Bộ Nông nghiệp và Môi trường);;;;;;
2.001064.H17;"Cấp, gia hạn Chứng chỉ hành nghề thú y thuộc thẩm quyền cơ quan quản lý chuyên ngành thú y cấp tỉnh (gồm tiêm phòng, chữa bệnh, phẫu thuật động vật; tư vấn các hoạt động liên quan đến lĩnh vực thú y; khám bệnh, chẩn đoán bệnh, xét nghiệm bệnh động vật; buôn bán thuốc thú y)";"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Thú y (Bộ Nông nghiệp và Môi trường);;;;;;
1.001686.H17;Cấp Giấy chứng nhận đủ điều kiện buôn bán thuốc thú y;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Thú y (Bộ Nông nghiệp và Môi trường);;;;;;
1.004363.H17;Cấp Giấy chứng nhận đủ điều kiện buôn bán thuốc bảo vệ thực vật;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Trồng trọt và Bảo vệ thực vật (Bộ Nông nghiệp và Môi trường);;;;;;
1.004346.H17;Cấp lại Giấy chứng nhận đủ điều kiện buôn bán thuốc bảo vệ thực vật;"Công dân Việt Nam; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Trồng trọt và Bảo vệ thực vật (Bộ Nông nghiệp và Môi trường);;;;;;
1.000045.H17;Xác nhận bảng kê lâm sản;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Kiểm lâm (Bộ Nông nghiệp và Môi trường);;;;;;
1.004839.H17;Cấp lại Giấy chứng nhận đủ điều kiện buôn bán thuốc thú y;"Công dân Việt Nam; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Thú y (Bộ Nông nghiệp và Môi trường);;;;;;
1.005319.H17;"Cấp lại Chứng chỉ hành nghề thú y (trong trường hợp bị mất, sai sót, hư hỏng; có thay đổi thông tin liên quan đến cá nhân đã được cấp Chứng chỉ hành nghề thú y) - Cấp Tỉnh";"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX)";Thú y (Bộ Nông nghiệp và Môi trường);;;;;;
1.003524.H17;Kiểm tra chất lượng muối nhập khẩu;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài";Kinh tế hợp tác và Phát triển nông thôn (Bộ Nông nghiệp và Môi trường);;;;;;
1.003486.H17;Kiểm tra nhà nước về an toàn thực phẩm muối nhập khẩu;"Công dân Việt Nam; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài";Kinh tế hợp tác và Phát triển nông thôn (Bộ Nông nghiệp và Môi trường);;;;;;
1.004889.H17;Công nhận bằng tốt nghiệp trung học cơ sở, bằng tốt nghiệp trung học phổ thông, giấy chứng nhận hoàn thành chương trình giáo dục phổ thông do cơ sở giáo dục nước ngoài cấp để sử dụng tại Việt Nam;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Văn bằng, chứng chỉ (Bộ Giáo dục và Đào tạo);;;;;;
1.000280.H17;Công nhận trường tiểu học đạt chuẩn quốc gia;Tổ chức (không bao gồm doanh nghiệp, HTX);Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân (Bộ Giáo dục và Đào tạo);;;;;;
1.000691.H17;Công nhận trường trung học đạt chuẩn Quốc gia;Tổ chức (không bao gồm doanh nghiệp, HTX);Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân (Bộ Giáo dục và Đào tạo);;;;;;
1.005061.H17;Cấp giấy chứng nhận đăng ký kinh doanh dịch vụ tư vấn du học;"Công dân Việt Nam; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX)";Các cơ sở giáo dục khác (Bộ Giáo dục và Đào tạo);;;;;;
1.000288.H17;Công nhận trường mầm non đạt chuẩn Quốc gia;Tổ chức (không bao gồm doanh nghiệp, HTX);Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân (Bộ Giáo dục và Đào tạo);;;;;;
2.001827.H17;Cấp Giấy chứng nhận cơ sở đủ điều kiện an toàn thực phẩm đối với cơ sở sản xuất, kinh doanh thực phẩm nông, lâm, thủy sản;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Quản lý chất lượng nông lâm sản và thủy sản (Bộ Nông nghiệp và Môi trường);;;;;;
1.004359.H17;Cấp, cấp lại giấy phép khai thác thủy sản;"Công dân Việt Nam; Cán bộ, công chức, viên chức; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Thủy sản (Bộ Nông nghiệp và Môi trường);;;;;;
1.003650.H17;Cấp giấy chứng nhận đăng ký tàu cá;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã";Thủy sản (Bộ Nông nghiệp và Môi trường);;;;;;
1.003634.H17;Cấp lại giấy chứng nhận đăng ký tàu cá;"Công dân Việt Nam; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã";Thủy sản (Bộ Nông nghiệp và Môi trường);;;;;;
2.000873.H17;Cấp giấy chứng nhận kiểm dịch động vật, sản phẩm động vật thủy sản vận chuyển ra khỏi địa bàn cấp tỉnh;"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức; Tổ chức (không bao gồm doanh nghiệp, HTX)";Thú y (Bộ Nông nghiệp và Môi trường);;;;;;
1.002338.H17;Cấp giấy chứng nhận kiểm dịch động vật, sản phẩm động vật trên cạn vận chuyển ra khỏi địa bàn cấp tỉnh;"Công dân Việt Nam; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Hợp tác xã";Thú y (Bộ Nông nghiệp và Môi trường);;;;;;
